Codigo do Investidor,Data de Adesao,Estado Civil,Genero,Profissao,Idade,UF do Investidor,Cidade do Investidor,Pais do Investidor,Situacao da Conta,Operou 12 Meses
2475789,13/04/2018,Solteiro(a),M,MÉDICO,32,SP,SAO PAULO,BRASIL,A,S
2502754,19/07/2024,Desquitado(a),M,OUTROS,44,SP,SAO PAULO,BRASIL,A,S
1761464,10/01/2020,Solteiro(a),F,ATUÁRIO E MATEMÁTICO,30,SP,SAO PAULO,BRASIL,A,N
1761705,21/03/2017,Solteiro(a),M,OUTROS,32,SP,PALMARES PAULISTA,BRASIL,A,S
1764130,24/11/2022,Desquitado(a),M,ENGENHEIRO,47,SP,SAO PAULO,BRASIL,A,S
1771518,09/01/2019,Solteiro(a),F,CONTADOR,33,DF,BRASILIA,BRASIL,D,N
1773651,11/09/2023,Solteiro(a),F,EMPRESÁRIO,40,SP,JANDIRA,BRASIL,A,N
1766969,07/02/2022,Solteiro(a),M,OUTROS,33,MG,BELO HORIZONTE,BRASIL,A,S
1767016,31/01/2017,Solteiro(a),M,AGENTE ADMINISTRATIVO,35,SP,CAMPINAS,BRASIL,A,S
1753157,13/09/2017,Solteiro(a),M,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,38,SP,SAO PAULO,BRASIL,D,N
1755787,27/01/2017,Solteiro(a),M,ESTUDANTE,27,RJ,NITEROI,BRASIL,A,S
1764790,12/03/2019,Desquitado(a),M,SERVIDOR PÚBLICO FEDERAL,42,DF,BRASILIA,BRASIL,A,S
1774023,07/07/2017,Solteiro(a),F,OUTROS,35,DF,BRASILIA,BRASIL,D,N
1776586,03/02/2017,Casado(a) com brasileiro(a) nato(a),F,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,40,SP,PRESIDENTE PRUDENTE,BRASIL,A,S
18135145,19/01/2023,Solteiro(a),M,OUTROS,22,PE,SURUBIM,BRASIL,A,N
18210012,08/09/2021,Solteiro(a),F,"CABELEIREIRO, BARBEIRO, MANICURE, PEDICURE, MAQUILADOR",41,MT,INDIAVAI,BRASIL,A,N
18172188,25/02/2022,Desquitado(a),F,ADVOGADO,45,SP,MAIRIPORA,BRASIL,A,N
18197872,20/07/2021,Solteiro(a),M,GERENTE,46,RJ,RIO DE JANEIRO,BRASIL,A,N
18126206,02/05/2022,Solteiro(a),F,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,26,RS,SAO LEOPOLDO,BRASIL,A,S
25003781,19/12/2022,Casado(a) com brasileiro(a) naturalizado(a),M,"PORTEIRO DE EDIFÍCIO, ASCENSORISTA, GARAGISTA E FAXINEIRO",44,SP,SAO PAULO,BRASIL,A,N
24991278,07/03/2023,Solteiro(a),M,SERVIDO PÚBLICO ESTADUAL,35,PE,JABOATAO DOS GUARARAPES,BRASIL,A,N
12165798,31/08/2020,Desquitado(a),F,AGENTE ADMINISTRATIVO,48,SP,MOGI DAS CRUZES,BRASIL,A,S
12105163,20/04/2021,Solteiro(a),M,"BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",33,PE,OLINDA,BRASIL,A,S
12135152,05/05/2022,Solteiro(a),M,OUTROS,38,SC,VIDAL RAMOS,BRASIL,A,S
12166943,24/01/2023,Solteiro(a),F,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,33,SP,JUNDIAI,BRASIL,A,S
12143506,15/06/2023,Solteiro(a),M,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,27,PR,COLOMBO,BRASIL,A,N
12143547,09/07/2020,Casado(a) com brasileiro(a) nato(a),F,OUTROS,65,SP,SAO PAULO,BRASIL,A,S
27114655,04/07/2022,Solteiro(a),M,TRABALHADOR AUTÔNOMO,32,SP,DUMONT,BRASIL,A,N
27134304,17/01/2024,Solteiro(a),F,ESTUDANTE,21,MG,BELO HORIZONTE,BRASIL,A,N
27097670,29/11/2021,Solteiro(a),M,OUTROS,22,SP,POA,BRASIL,A,N
1200716,23/11/2021,Casado(a) com brasileiro(a) naturalizado(a),M,OUTROS,55,SP,SAO PAULO,BRASIL,A,S
1195620,13/07/2023,Desquitado(a),F,OUTROS,36,SP,BOTUCATU,BRASIL,A,S
1191173,21/08/2020,Desquitado(a),M,PROFESSOR DE ENSINO SUPERIOR,50,SP,SAO PAULO,BRASIL,A,N
1191966,10/04/2023,Desquitado(a),M,ENGENHEIRO,37,MG,JUIZ DE FORA,BRASIL,A,N
1192020,05/05/2021,Solteiro(a),M,TRABALHADOR DE CONSTRUÇÃO CIVIL,37,SP,SERTAOZINHO,BRASIL,A,N
1187239,26/02/2020,Solteiro(a),F,PROFESSOR DE ENSINO SUPERIOR,56,RJ,RIO DE JANEIRO,BRASIL,D,N
1189805,05/01/2018,Desquitado(a),M,ENGENHEIRO,58,SP,VINHEDO,BRASIL,A,S
1182711,13/04/2022,Solteiro(a),M,ENGENHEIRO,34,MG,BELO HORIZONTE,BRASIL,A,S
1183246,06/07/2017,Desquitado(a),M,MÉDICO,37,SP,SAO PAULO,BRASIL,A,S
1187612,24/09/2018,Desquitado(a),F,PROFESSOR DE ENSINO SUPERIOR,55,SP,SANTOS,BRASIL,A,S
1188002,14/02/2018,Desquitado(a),M,OUTROS,45,SP,CARAGUATATUBA,BRASIL,A,S
1188255,06/07/2021,Desquitado(a),F,FARMACÊUTICO,66,GO,SENADOR CANEDO,BRASIL,A,N
1184104,08/05/2019,Desquitado(a),M,APOSENTADO (EXCETO FUNCIONÁRIO PÚBLICO),64,MG,NOVA LIMA,BRASIL,A,N
1182225,05/08/2021,Desquitado(a),F,ASSISTENTE SOCIAL,43,PR,IPORA,BRASIL,A,N
2436200,11/11/2021,Solteiro(a),M,BIÓLOGO E BIOMÉDICO,32,RJ,PETROPOLIS,BRASIL,A,N
2470983,29/12/2022,Desquitado(a),F,PSICÓLOGO,38,SP,SAO PAULO,BRASIL,A,S
2439447,05/11/2021,Desquitado(a),M,GERENTE,57,PR,CURITIBA,BRASIL,A,S
2450309,27/07/2022,Solteiro(a),M,ANALISTA DE SISTEMAS,28,RS,TORRES,BRASIL,A,S
2465461,05/10/2017,Solteiro(a),F,OUTROS,36,RO,PORTO VELHO,BRASIL,A,N
2434245,26/09/2017,Solteiro(a),M,OUTROS,37,SP,SANTO ANDRE,BRASIL,A,S
2460550,04/10/2017,Desquitado(a),F,CONTADOR,48,RO,PORTO VELHO,BRASIL,A,S
2450676,09/02/2021,Desquitado(a),F,DIRETOR DE EMPRESAS,32,MG,BELO HORIZONTE,BRASIL,A,S
2434476,26/09/2017,Desquitado(a),F,"CABELEIREIRO, BARBEIRO, MANICURE, PEDICURE, MAQUILADOR",41,SP,SAO PAULO,BRASIL,A,S
2463218,10/04/2023,Solteiro(a),M,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,26,ES,IUNA,BRASIL,A,S
2442701,28/09/2017,Solteiro(a),M,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,33,RJ,RIO DE JANEIRO,BRASIL,A,N
2444987,05/05/2021,Solteiro(a),M,ESTUDANTE,25,RS,PORTO ALEGRE,BRASIL,A,S
2456070,25/04/2018,Desquitado(a),F,OUTROS,37,SP,SAO PAULO,BRASIL,A,S
3627246,30/07/2020,Desquitado(a),M,EMPRESÁRIO,39,ES,VILA VELHA,BRASIL,A,N
3637526,06/08/2018,Viúvo(a),M,BANCARIO E ECONOMIÁRIO,69,GO,GOIANIA,BRASIL,A,S
3643140,07/08/2018,Solteiro(a),F,ADMINISTRADOR,55,SP,SAO PAULO,BRASIL,A,N
3668237,06/05/2021,Casado(a) com brasileiro(a) naturalizado(a),F,BANCARIO E ECONOMIÁRIO,53,SP,SAO PAULO,BRASIL,A,N
3645896,07/08/2018,Desquitado(a),M,OUTROS,46,SP,OSASCO,BRASIL,A,S
3657002,04/10/2023,Desquitado(a),M,OUTROS,35,RS,PORTO ALEGRE,BRASIL,A,S
3630872,06/07/2021,Solteiro(a),M,GERENTE,43,PE,PAULISTA,BRASIL,A,S
3633884,09/10/2023,Divorciado(a),M,SERVIDOR PÚBLICO MUNICIPAL,49,SP,SAO VICENTE,BRASIL,D,N
3637993,05/05/2021,Solteiro(a),M,VETERINÁRIO E ZOOTECNISTA,29,PR,PONTA GROSSA,BRASIL,A,N
3667555,10/08/2018,Desquitado(a),M,OUTROS,35,SP,SANTOS,BRASIL,D,N
3662214,05/01/2024,Desquitado(a),M,JORNALISTA,34,SP,SAO PAULO,BRASIL,A,S
3662227,15/12/2023,Desquitado(a),F,OUTROS,53,MG,BELO HORIZONTE,BRASIL,A,S
3628492,21/01/2019,Desquitado(a),M,ANALISTA DE SISTEMAS,39,SP,LIMEIRA,BRASIL,D,N
3643646,27/09/2023,Desquitado(a),F,OUTROS,34,PB,SAO BENTO,BRASIL,A,N
3649585,15/03/2022,Solteiro(a),M,"SUPERIOR, INSPETOR E AGENTE DE COMPRAS E VENDAS",40,SP,DIADEMA,BRASIL,A,S
3654397,06/05/2021,Solteiro(a),M,EMPRESÁRIO,27,SC,JOINVILLE,BRASIL,A,N
3658046,05/10/2023,Divorciado(a),F,OUTROS,47,SP,BIRIGUI,BRASIL,A,N
13413145,22/03/2021,Solteiro(a),M,APOSENTADO (EXCETO FUNCIONÁRIO PÚBLICO),25,PR,CURITIBA,BRASIL,A,S
13434203,15/03/2023,Solteiro(a),M,OUTROS,28,MT,PONTES E LACERDA,BRASIL,A,N
13460406,26/09/2023,Desquitado(a),F,MÉDICO,35,MG,UBERABA,BRASIL,A,S
13458377,17/08/2020,Desquitado(a),M,OUTROS,42,SP,RIBEIRAO PIRES,BRASIL,A,N
23394320,01/02/2022,Desquitado(a),M,ENGENHEIRO,44,RS,HORIZONTINA,BRASIL,A,N
23339635,31/03/2022,Solteiro(a),M,OUTROS,29,BA,TERRA NOVA,BRASIL,A,N
23273568,28/09/2021,Solteiro(a),M,OUTROS,25,RJ,JAPERI,BRASIL,A,S
23274459,28/09/2021,Casado(a) com brasileiro(a) nato(a),F,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,57,SC,CHAPECO,BRASIL,A,N
23387353,03/11/2022,Solteiro(a),M,OUTROS,27,SP,SAO PAULO,BRASIL,A,N
6194395,13/12/2023,Desquitado(a),M,OUTROS,39,RJ,RIO DE JANEIRO,BRASIL,A,S
6213608,29/10/2024,Solteiro(a),F,ADMINISTRADOR,37,PR,CURITIBA,BRASIL,A,N
6175850,05/08/2024,Desquitado(a),M,APOSENTADO (EXCETO FUNCIONÁRIO PÚBLICO),61,SP,SANTO ANDRE,BRASIL,A,N
6178604,23/04/2019,Desquitado(a),M,EMPRESÁRIO,40,BA,SALVADOR,BRASIL,A,N
6185823,06/07/2021,Desquitado(a),M,PROFESSOR DE ENSINO SUPERIOR,39,SE,ITABAIANA,BRASIL,A,S
6178737,23/04/2019,Desquitado(a),F,OUTROS,49,RJ,RIO DE JANEIRO,BRASIL,A,S
6195955,04/05/2021,Desquitado(a),M,OUTROS,39,GO,GOIANIA,BRASIL,A,N
6208654,29/12/2020,Solteiro(a),M,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,48,MG,BAMBUI,BRASIL,A,N
6208672,24/04/2019,Desquitado(a),M,GERENTE,42,ES,VITORIA,BRASIL,A,N
6224620,31/01/2022,Divorciado(a),F,ADMINISTRADOR,63,SP,SAO CAETANO DO SUL,BRASIL,A,S
6200014,24/06/2024,Solteiro(a),M,OUTROS,26,SP,SAO JOSE DOS CAMPOS,BRASIL,D,S
6208898,02/12/2022,Desquitado(a),F,"BIBLIOTECÁRIO, ARQUIVISTA, MUSEÓLOGO E ARQUEÓLOGO",60,MG,CAETE,BRASIL,A,S
6176929,30/12/2024,Casado(a) com brasileiro(a) naturalizado(a),F,ANALISTA DE SISTEMAS,34,RJ,RIO DE JANEIRO,BRASIL,A,N
6176940,06/05/2019,Solteiro(a),M,OUTROS,37,GO,APARECIDA DE GOIANIA,BRASIL,D,N
6186546,23/04/2019,Desquitado(a),M,PROPRIETARIO DE MICROEMPRESAS,41,SP,PINDAMONHANGABA,BRASIL,A,S
6089867,15/04/2019,Desquitado(a),M,CONTADOR,50,SP,SAO JOSE DO RIO PRETO,BRASIL,D,N
6079666,04/05/2021,Solteiro(a),M,ADMINISTRADOR,40,BA,ITAMARAJU,BRASIL,A,S
6100163,18/08/2021,Desquitado(a),M,OUTROS,34,BA,FEIRA DE SANTANA,BRASIL,A,S
6114346,24/06/2024,Solteiro(a),M,OUTROS,31,SP,SANTOS,BRASIL,A,N
6090513,07/10/2022,Solteiro(a),M,"VENDEDOR PRACISTA, REPRESENTANTE COMERCIAL, CAIXEIRO VIAJANTE",45,MG,MONTES CLAROS,BRASIL,A,N
6097038,18/10/2023,Solteiro(a),F,OUTROS,33,SP,SAO PAULO,BRASIL,A,S
6073807,28/04/2021,Solteiro(a),M,OUTROS,24,MG,BETIM,BRASIL,A,S
3034389,03/08/2021,Desquitado(a),M,ADMINISTRADOR,35,SP,CAMPINAS,BRASIL,A,N
3068907,28/01/2021,Divorciado(a),M,SERVIDO PÚBLICO ESTADUAL,61,RJ,NITEROI,BRASIL,A,S
3052827,26/11/2018,Solteiro(a),F,OUTROS,31,SP,AMPARO,BRASIL,D,N
3071130,02/04/2018,Desquitado(a),F,CONTADOR,49,SP,CARAPICUIBA,BRASIL,A,S
3073481,16/03/2022,Desquitado(a),M,MILITAR EM GERAL,33,PR,CASCAVEL,BRASIL,A,S
3045816,12/07/2022,Desquitado(a),M,ENGENHEIRO,44,SP,SAO PAULO,BRASIL,A,S
3071268,04/10/2022,Solteiro(a),F,OUTROS,33,SP,SAO PAULO,BRASIL,A,S
3051004,26/03/2018,Desquitado(a),M,OUTROS,48,SP,DIADEMA,BRASIL,D,N
3058625,04/11/2021,Solteiro(a),M,ANALISTA DE SISTEMAS,30,PR,CURITIBA,BRASIL,A,N
3043033,04/05/2021,Solteiro(a),M,OUTROS,33,RJ,RIO DE JANEIRO,BRASIL,A,S
9244289,24/01/2023,Solteiro(a),M,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,26,GO,ANAPOLIS,BRASIL,A,N
9230614,05/05/2021,Desquitado(a),M,AGENTE ADMINISTRATIVO,43,BA,SALVADOR,BRASIL,A,N
9216578,03/01/2020,Solteiro(a),M,SERVIDO PÚBLICO ESTADUAL,37,ES,VITORIA,BRASIL,A,N
14862943,28/04/2021,Desquitado(a),M,PROPRIETARIO DE MICROEMPRESAS,28,PR,CASCAVEL,BRASIL,A,S
14833878,13/03/2023,Solteiro(a),F,GEÓLOGO,34,MG,NOVA LIMA,BRASIL,A,N
14864001,13/03/2023,Solteiro(a),F,OUTROS,54,PR,UMUARAMA,BRASIL,A,S
14808625,01/07/2024,Divorciado(a),F,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,55,SP,GUARIBA,BRASIL,A,N
14868710,02/12/2022,Solteiro(a),F,PENSIONISTA,34,MG,BELO HORIZONTE,BRASIL,A,S
14407282,13/09/2021,Solteiro(a),F,OUTROS,44,SP,SAO PAULO,BRASIL,A,S
14426279,02/01/2023,Solteiro(a),M,OUTROS,26,SP,UBATUBA,BRASIL,A,N
14426353,27/04/2021,Solteiro(a),M,ADMINISTRADOR,42,BA,SALVADOR,BRASIL,A,S
14421628,15/06/2023,Divorciado(a),M,TRABALHADOR DA PECUÁRIA,45,RO,JARU,BRASIL,A,S
14431826,05/12/2022,Solteiro(a),F,GERENTE,26,RJ,RIO BONITO,BRASIL,A,N
14450706,03/01/2022,Solteiro(a),F,ECONOMISTA,42,SP,SAO PAULO,BRASIL,A,S
14443215,05/10/2023,Solteiro(a),M,MOTORISTA DE VEÍCULOS DE TRANSPORTE DE PASSAGEIROS,47,SP,SANTO ANDRE,BRASIL,A,N
14409056,23/03/2021,Solteiro(a),F,OUTROS,45,SP,SAO PAULO,BRASIL,A,S
14413772,20/04/2021,Solteiro(a),F,APOSENTADO (EXCETO FUNCIONÁRIO PÚBLICO),69,SP,SAO PAULO,BRASIL,A,N
14413976,28/04/2021,Solteiro(a),F,BIÓLOGO E BIOMÉDICO,30,MS,DOURADOS,BRASIL,A,S
3823206,04/05/2021,Solteiro(a),F,OUTROS,34,RJ,RIO DE JANEIRO,BRASIL,A,S
3826574,26/09/2023,Solteiro(a),M,GERENTE,42,SP,SAO PAULO,BRASIL,A,S
3831910,04/02/2019,Desquitado(a),M,COORDENADOR E SUPERVISOR,34,RJ,SAO GONCALO,BRASIL,A,N
3835271,16/01/2023,Desquitado(a),M,OUTROS,52,SP,SAO PAULO,BRASIL,A,N
3798063,31/08/2018,Solteiro(a),M,MÉDICO,43,RS,PELOTAS,BRASIL,A,N
3832136,29/07/2021,Desquitado(a),M,EMPRESÁRIO ARTÍSTICO E PRODUTOR DE ESPETÁCULOS PÚBLICOS,58,BA,FEIRA DE SANTANA,BRASIL,A,S
3829546,06/11/2019,Desquitado(a),M,ENGENHEIRO,26,SP,SAO PAULO,BRASIL,A,S
3838076,06/09/2018,Solteiro(a),F,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,38,PB,JOAO PESSOA,BRASIL,D,N
20999791,28/10/2024,Solteiro(a),M,ENFERMEIRO E NUTRICIONISTA,23,CE,PACATUBA,BRASIL,A,N
21000037,24/08/2021,Solteiro(a),F,OUTROS,38,SP,SAO JOAO DA BOA VISTA,BRASIL,A,N
21000059,30/08/2021,Solteiro(a),M,GERENTE,40,SP,SOROCABA,BRASIL,A,S
20994151,18/07/2022,Solteiro(a),F,ADVOGADO,27,GO,GOIANIA,BRASIL,A,N
20978195,21/12/2021,Solteiro(a),F,ESTUDANTE,4,RS,PORTO ALEGRE,BRASIL,A,N
20912805,06/04/2023,Desquitado(a),F,FARMACÊUTICO,42,MG,JUIZ DE FORA,BRASIL,A,N
3546309,23/07/2018,Solteiro(a),M,ANALISTA DE SISTEMAS,28,PB,CAMPINA GRANDE,BRASIL,A,S
3572014,18/10/2023,Desquitado(a),M,OUTROS,48,RJ,BARRA MANSA,BRASIL,A,S
3582901,27/04/2022,Solteiro(a),M,ANALISTA DE SISTEMAS,38,SC,PALHOCA,BRASIL,A,S
3556542,22/07/2022,Desquitado(a),M,ADMINISTRADOR,35,MG,ITAUNA,BRASIL,A,N
3551471,16/11/2018,Desquitado(a),M,MÉDICO,34,RO,ROLIM DE MOURA,BRASIL,A,N
3562459,15/01/2019,Desquitado(a),M,ENGENHEIRO,35,MG,SETE LAGOAS,BRASIL,A,N
3564216,08/10/2018,Solteiro(a),M,MILITAR EM GERAL,30,AM,MANAUS,BRASIL,D,N
3567373,25/07/2018,Solteiro(a),M,ANALISTA DE SISTEMAS,33,RS,CAXIAS DO SUL,BRASIL,A,N
2721350,02/01/2018,Solteiro(a),M,MÉDICO,33,SP,CAMPINAS,BRASIL,A,S
2693378,11/10/2023,Desquitado(a),M,ADVOGADO,35,GO,GOIANIA,BRASIL,A,S
2699145,13/12/2023,Solteiro(a),F,"BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",42,PB,GUARABIRA,BRASIL,A,S
2709549,27/12/2017,Solteiro(a),M,GERENTE,33,SP,INDAIATUBA,BRASIL,A,N
2721396,02/01/2018,Desquitado(a),F,SERVIDO PÚBLICO ESTADUAL,45,AM,MANAUS,BRASIL,A,N
2723327,03/11/2020,Solteiro(a),F,ENGENHEIRO,32,PB,JOAO PESSOA,BRASIL,A,N
2715866,28/12/2017,Divorciado(a),F,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,45,MG,IBIRITE,BRASIL,D,N
2727286,03/01/2018,Solteiro(a),M,OUTROS,33,ES,VITORIA,BRASIL,A,S
2686027,16/01/2019,Solteiro(a),M,DESENHISTA INDUSTRIAL,41,RS,CANOAS,BRASIL,A,N
2693968,06/12/2023,Solteiro(a),M,SERVIDOR PÚBLICO FEDERAL,38,SP,GUARULHOS,BRASIL,A,S
2699416,07/03/2019,Desquitado(a),M,MILITAR EM GERAL,37,RS,NOVO HAMBURGO,BRASIL,A,S
2702813,26/12/2017,Solteiro(a),M,EMPRESÁRIO,35,MG,BOA ESPERANCA,BRASIL,A,N
2704712,05/08/2020,Desquitado(a),M,ENGENHEIRO,35,SP,PAULINIA,BRASIL,A,S
2704879,02/01/2018,Solteiro(a),M,PROPRIETARIO DE MICROEMPRESAS,57,SP,SAO PAULO,BRASIL,A,S
14143387,28/10/2024,Solteiro(a),F,PROFESSOR DE ENSINO SUPERIOR,37,CE,FORTALEZA,BRASIL,A,N
14159473,21/06/2021,Desquitado(a),M,"VENDEDOR PRACISTA, REPRESENTANTE COMERCIAL, CAIXEIRO VIAJANTE",55,SP,PIRACICABA,BRASIL,A,N
14128914,07/05/2021,Solteiro(a),M,AGENTE ADMINISTRATIVO,29,SP,IGUAPE,BRASIL,A,N
14130040,07/05/2021,Solteiro(a),F,OUTROS,7,RS,PORTO ALEGRE,BRASIL,A,S
14145384,19/11/2021,Divorciado(a),M,ADMINISTRADOR,59,SP,SAO PAULO,BRASIL,A,S
21339744,28/07/2021,Solteiro(a),M,ADMINISTRADOR,22,SP,CAJAMAR,BRASIL,A,S
21308413,27/07/2021,Solteiro(a),M,OUTROS,22,PR,LARANJEIRAS DO SUL,BRASIL,A,N
21354715,28/07/2021,Desquitado(a),M,OUTROS,35,RJ,PORTO REAL,BRASIL,A,N
21354737,29/07/2021,Solteiro(a),M,PROFESSOR DE ENSINO SUPERIOR,35,RS,SANTA MARIA,BRASIL,A,S
26125912,23/02/2022,Solteiro(a),M,ANALISTA DE SISTEMAS,25,SP,GUARULHOS,BRASIL,A,N
26224867,01/02/2023,Solteiro(a),M,OUTROS,42,SP,SAO JOSE DOS CAMPOS,BRASIL,A,S
26213198,30/01/2023,Solteiro(a),M,ELETRICISTA E ASSEMELHADOS,43,RS,CAXIAS DO SUL,BRASIL,A,N
26178389,11/07/2022,Solteiro(a),M,SERVIDO PÚBLICO ESTADUAL,44,DF,BRASILIA,BRASIL,D,N
26239882,14/02/2022,Desquitado(a),M,OUTROS,33,BA,SALVADOR,BRASIL,A,N
280134,08/01/2018,Desquitado(a),M,EMPRESÁRIO,39,MG,BELO HORIZONTE,BRASIL,A,S
269527,06/09/2016,Desquitado(a),M,MÉDICO,45,RJ,CAMPOS DOS GOYTACAZES,BRASIL,A,S
272480,17/05/2018,Desquitado(a),M,APOSENTADO (EXCETO FUNCIONÁRIO PÚBLICO),58,SP,PIRASSUNUNGA,BRASIL,A,S
275148,21/09/2015,Desquitado(a),M,ECONOMISTA,63,CE,FORTALEZA,BRASIL,A,N
275949,26/04/2018,Desquitado(a),M,ENGENHEIRO,91,SP,SAO PAULO,BRASIL,D,N
278171,23/03/2017,Solteiro(a),M,EMPRESÁRIO,36,BA,SALVADOR,BRASIL,A,S
273884,03/12/2019,Solteiro(a),M,SERVIDOR PÚBLICO FEDERAL,39,SP,SAO PAULO,BRASIL,A,S
276620,08/11/2021,Desquitado(a),M,ANALISTA DE SISTEMAS,44,SP,TABOAO DA SERRA,BRASIL,A,S
268239,12/01/2011,Desquitado(a),M,ECONOMISTA,43,CE,CRATO,BRASIL,A,S
263583,26/03/2013,Desquitado(a),M,OUTROS,44,MA,SAO LUIS,BRASIL,A,S
269167,17/01/2011,Desquitado(a),F,ARQUITETO,43,MS,CAMPO GRANDE,BRASIL,A,S
261285,12/04/2017,Solteiro(a),F,ADVOGADO,48,SP,SAO PAULO,BRASIL,A,S
263963,20/09/2017,Desquitado(a),M,ECONOMISTA,47,MG,JUIZ DE FORA,BRASIL,A,S
258922,21/05/2018,Desquitado(a),M,ADVOGADO,42,SP,SAO CAETANO DO SUL,BRASIL,A,S
258965,22/05/2017,Casado(a) com brasileiro(a) naturalizado(a),M,BANCARIO E ECONOMIÁRIO,60,RJ,RIO DE JANEIRO,BRASIL,A,N
259029,18/02/2019,Solteiro(a),M,ADMINISTRADOR,44,PE,RECIFE,BRASIL,A,S
262321,13/01/2020,Casado(a) com brasileiro(a) naturalizado(a),M,ENFERMEIRO E NUTRICIONISTA,53,SP,SAO PAULO,BRASIL,A,S
267589,30/06/2021,Desquitado(a),F,APOSENTADO (EXCETO FUNCIONÁRIO PÚBLICO),65,SP,SAO PAULO,BRASIL,A,S
262611,13/10/2022,Casado(a) com brasileiro(a) naturalizado(a),M,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,43,MT,CANARANA,BRASIL,A,S
265372,02/12/2024,Solteiro(a),M,ENGENHEIRO,41,MG,ITAJUBA,BRASIL,A,N
260203,04/05/2016,Desquitado(a),M,OUTROS,42,MG,UBERLANDIA,BRASIL,A,N
263019,04/08/2020,Solteiro(a),M,ANALISTA DE SISTEMAS,48,SP,OSASCO,BRASIL,A,S
268071,23/08/2013,Solteiro(a),M,SERVIDO PÚBLICO ESTADUAL,44,SP,PIRACICABA,BRASIL,A,S
14045345,30/03/2021,Desquitado(a),F,OUTROS,45,MG,BELO HORIZONTE,BRASIL,A,N
14020755,14/09/2020,Solteiro(a),F,ADVOGADO,29,SC,FLORIANOPOLIS,BRASIL,A,S
14031112,10/02/2023,Solteiro(a),M,OUTROS,32,SP,SAO PAULO,BRASIL,A,S
14066837,15/09/2020,Casado(a) com brasileiro(a) nato(a),M,APOSENTADO (EXCETO FUNCIONÁRIO PÚBLICO),66,MG,CONTAGEM,BRASIL,A,S
14057133,02/05/2023,Solteiro(a),M,OUTROS,33,SP,BARRINHA,BRASIL,A,S
14060879,30/11/2021,Solteiro(a),F,OUTROS,27,RN,NATAL,BRASIL,A,N
14018080,07/05/2021,Desquitado(a),F,OUTROS,39,RJ,RIO DE JANEIRO,BRASIL,A,N
14027118,20/09/2023,Solteiro(a),M,TRABALHADOR AUTÔNOMO,36,AM,MANAUS,BRASIL,A,N
3606974,07/10/2019,Desquitado(a),M,SERVIDO PÚBLICO ESTADUAL,43,MS,CAMPO GRANDE,BRASIL,A,N
3609276,16/09/2020,Solteiro(a),F,SERVIDO PÚBLICO ESTADUAL,40,DF,BRASILIA,BRASIL,A,S
3619605,05/05/2021,Desquitado(a),M,PROFESSOR DE ENSINO SUPERIOR,35,GO,GOIANIA,BRASIL,A,N
3615148,02/08/2018,Desquitado(a),M,PENSIONISTA,61,RJ,MACAE,BRASIL,A,N
3625609,15/12/2023,Solteiro(a),M,OUTROS,36,ES,BARRA DE SAO FRANCISCO,BRASIL,A,S
3623129,03/08/2018,Solteiro(a),M,BANCARIO E ECONOMIÁRIO,31,SP,SAO PAULO,BRASIL,A,S
3587223,08/09/2022,Solteiro(a),M,OUTROS,38,SP,SAO PAULO,BRASIL,A,N
3587302,22/02/2023,Solteiro(a),M,OUTROS,37,MS,CAMPO GRANDE,BRASIL,A,S
3605161,20/03/2019,Solteiro(a),F,OUTROS,26,CE,FORTALEZA,BRASIL,D,N
10272702,02/12/2024,Solteiro(a),F,ESTUDANTE,28,BA,SALVADOR,BRASIL,A,N
10250179,06/05/2021,Desquitado(a),M,ENGENHEIRO,36,MG,IBIRITE,BRASIL,A,S
10227184,01/01/1900,Solteiro(a),M,ENGENHEIRO,30,RS,CAXIAS DO SUL,BRASIL,A,S
10232636,18/05/2022,Desquitado(a),M,PROFESSOR DE ENSINO SUPERIOR,55,MG,ALMENARA,BRASIL,A,N
10240606,09/03/2020,Casado(a) com brasileiro(a) naturalizado(a),M,ENGENHEIRO,38,SC,CRICIUMA,BRASIL,A,S
10277408,08/07/2021,Desquitado(a),F,TRABALHADOR AUTÔNOMO,37,SP,MOGI DAS CRUZES,BRASIL,A,S
8573894,11/11/2019,Solteiro(a),M,OUTROS,46,PR,MARINGA,BRASIL,D,N
8531225,16/08/2024,Desquitado(a),M,GERENTE,33,SP,SAO PAULO,BRASIL,A,S
8532243,30/12/2021,Desquitado(a),M,GERENTE,37,SP,JUNDIAI,BRASIL,A,S
