Codigo do Investidor,Data da Operacao,Tipo Titulo,Vencimento do Titulo,Quantidade,Valor do Titulo,Valor da Operacao,Tipo da Operacao,Canal da Operacao
1311547,17/11/2023,Tesouro IPCA+,15/05/2035,"0,10","2222,03","222,20",C,H
7293337,06/11/2023,Tesouro Selic,01/03/2026,"0,06","0,00","841,23",V,H
8765026,03/11/2023,Tesouro IPCA+,15/08/2024,"0,15","3950,65","592,59",V,H
1902893,10/11/2023,Tesouro Selic,01/03/2029,"0,07","0,00","975,01",V,H
1676354,20/11/2023,NTN-B1,15/12/2054,"0,16","1357,72","217,23",C,H
47562344,30/11/2023,Tesouro Selic,01/03/2026,"0,01","0,00","141,28",C,H
6252065,09/11/2023,Tesouro Selic,01/03/2029,"0,14","0,00","1950,32",C,H
161617,06/11/2023,Tesouro Selic,01/03/2029,"0,04","0,00","556,19",V,H
47145820,06/11/2023,Tesouro Selic,01/03/2029,"0,01","0,00","139,11",C,H
6162022,17/11/2023,Tesouro Selic,01/03/2025,"0,04","0,00","563,32",V,H
5523953,30/11/2023,Tesouro Selic,01/03/2029,"0,04","0,00","560,65",C,H
1477415,28/11/2023,Tesouro Selic,01/03/2029,"1,00","0,00","14003,77",C,S
8243951,03/11/2023,Tesouro Selic,01/03/2029,"0,02","0,00","278,10",C,H
34898370,03/11/2023,Tesouro Selic,01/03/2029,"0,43","0,00","5979,18",C,H
43291871,27/11/2023,Tesouro Selic,01/03/2029,"0,32","0,00","4479,30",C,H
2065423,13/11/2023,NTN-B1,15/12/2054,"0,19","1331,21","252,92",C,H
10946996,09/11/2023,NTN-B1,15/12/2084,"43,95","227,57","10001,70",C,H
43434929,08/11/2023,Tesouro Selic,01/03/2029,"0,03","0,00","417,75",C,H
7579272,14/11/2023,Tesouro Selic,01/03/2026,"0,10","0,00","1405,92",C,H
38249349,17/11/2023,Tesouro Selic,01/03/2029,"0,13","0,00","1813,96",V,H
34918846,07/11/2023,Tesouro Prefixado,01/01/2026,"0,20","803,59","160,71",C,H
1320902,13/11/2023,Tesouro Selic,01/03/2025,"0,01","0,00","140,63",V,H
14049892,30/11/2023,Tesouro Prefixado,01/01/2025,"0,67","897,21","601,13",V,H
9428260,14/11/2023,Tesouro Prefixado,01/01/2026,"0,06","805,67","48,34",C,H
2376857,08/11/2023,Tesouro Prefixado,01/01/2029,"0,35","575,48","201,41",V,H
2363963,13/11/2023,Tesouro Selic,01/03/2029,"1,25","0,00","17428,20",C,H
6546198,03/11/2023,Tesouro Selic,01/03/2025,"1,35","0,00","18934,49",V,H
17723,27/11/2023,Tesouro IPCA+,15/08/2024,"18,32","3977,09","72860,28",V,H
8498160,24/11/2023,Tesouro Selic,01/03/2029,"4,28","0,00","59885,20",C,H
10389187,14/11/2023,Tesouro Selic,01/03/2029,"0,04","0,00","557,63",V,H
29661976,10/11/2023,Tesouro IPCA+,15/05/2029,"0,02","3072,19","61,44",C,H
23498290,07/11/2023,Tesouro Prefixado,01/07/2024,"6,45","934,20","6025,59",V,H
5196397,17/11/2023,Tesouro Selic,01/03/2026,"0,26","0,00","3657,70",V,H
24220152,10/11/2023,Tesouro Selic,01/03/2029,"0,01","0,00","139,36",C,H
864376,14/11/2023,Tesouro Selic,01/03/2025,"0,08","0,00","1125,62",V,H
6218920,06/11/2023,Tesouro Selic,01/03/2025,"0,41","0,00","5753,09",V,H
34044326,16/11/2023,Tesouro Selic,01/03/2027,"0,10","0,00","1401,86",V,H
484848,07/11/2023,NTN-B1,15/12/2031,"0,19","3045,30","578,60",C,H
30468299,13/11/2023,Tesouro Selic,01/03/2029,"0,22","0,00","3067,36",C,H
810598,20/11/2023,Tesouro IPCA+,15/05/2045,"0,40","1271,96","508,78",C,S
38996407,20/11/2023,Tesouro Selic,01/03/2029,"0,01","0,00","139,59",V,H
722239,07/11/2023,Tesouro Selic,01/03/2026,"0,08","0,00","1122,11",V,H
33660798,20/11/2023,Tesouro IPCA+,15/05/2045,"0,22","1271,96","279,83",C,H
29558204,30/11/2023,Tesouro Selic,01/03/2026,"0,41","0,00","5792,79",C,H
12135152,16/11/2023,NTN-B1,15/12/2030,"1,99","3233,66","6434,98",C,H
40019246,09/11/2023,Tesouro Selic,01/03/2029,"0,07","0,00","975,16",C,H
3001815,30/11/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2032,"0,03","4377,20","131,31",C,H
13885404,09/11/2023,Tesouro Selic,01/03/2026,"0,11","0,00","1544,16",V,H
44212066,29/11/2023,Tesouro Selic,01/03/2026,"0,03","0,00","423,67",C,H
31620085,10/11/2023,Tesouro Selic,01/03/2025,"0,01","0,00","140,57",V,H
45396585,24/11/2023,Tesouro Prefixado,01/01/2026,"0,04","813,67","32,54",C,H
38148867,23/11/2023,Tesouro Selic,01/03/2029,"0,10","0,00","1398,59",C,H
3070352,17/11/2023,Tesouro IPCA+,15/05/2035,"0,54","2222,03","1199,89",C,H
7642453,20/11/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2040,"0,03","4309,95","129,29",V,H
21884118,20/11/2023,NTN-B1,15/12/2079,"1,52","329,70","501,14",C,H
1997889,09/11/2023,Tesouro Selic,01/03/2029,"0,05","0,00","696,54",C,H
15543249,22/11/2023,Tesouro Selic,01/03/2029,"1,15","0,00","16076,80",C,H
1645702,07/11/2023,Tesouro Selic,01/03/2026,"0,08","0,00","1122,11",V,H
21344139,10/11/2023,Tesouro Selic,01/03/2027,"0,66","0,00","9240,48",V,H
1123882,27/11/2023,Tesouro IPCA+,15/05/2045,"0,05","1253,75","62,68",C,H
7807287,21/11/2023,Tesouro IPCA+,15/05/2035,"0,15","2197,52","329,62",V,H
41814840,20/11/2023,Tesouro Selic,01/03/2026,"0,07","0,00","985,45",C,H
44255873,14/11/2023,Tesouro IPCA+,15/05/2029,"0,01","3067,36","30,67",C,H
6902397,22/11/2023,Tesouro Selic,01/03/2029,"1,00","0,00","13979,83",C,H
17482057,28/11/2023,Tesouro Selic,01/03/2026,"0,35","0,00","4940,66",C,H
646630,20/11/2023,Tesouro Selic,01/03/2026,"0,28","0,00","3941,00",V,H
2907216,17/11/2023,Tesouro Selic,01/03/2029,"0,02","0,00","279,21",C,H
2973468,03/11/2023,NTN-B1,15/12/2040,"0,02","1807,67","36,15",C,H
2779604,23/11/2023,Tesouro Prefixado,01/01/2026,"0,27","814,29","219,85",C,H
12232208,14/11/2023,Tesouro IPCA+,15/08/2026,"0,02","3556,77","71,13",V,H
10152,21/11/2023,Tesouro IPCA+ com Juros Semestrais,15/05/2055,"2,00","4228,97","8457,94",V,H
10877833,16/11/2023,Tesouro Selic,01/03/2029,"0,11","0,00","1535,00",C,H
1375377,27/11/2023,Tesouro Prefixado com Juros Semestrais,01/01/2033,"0,15","982,70","147,40",C,H
46524455,20/11/2023,Tesouro Selic,01/03/2026,"0,70","0,00","9854,57",C,H
43880510,10/11/2023,Tesouro IPCA+,15/05/2045,"0,34","1209,20","411,12",V,H
4054204,16/11/2023,Tesouro Prefixado com Juros Semestrais,01/01/2029,"0,01","1004,18","10,04",V,H
17118704,03/11/2023,Tesouro Prefixado,01/01/2026,"0,16","799,18","127,86",V,S
48132340,08/11/2023,Tesouro Prefixado,01/01/2026,"0,07","803,91","56,27",C,H
46431856,01/11/2023,Tesouro Selic,01/03/2029,"0,11","0,00","1528,01",V,H
12324751,14/11/2023,Tesouro Selic,01/03/2025,"0,38","0,00","5346,72",V,H
95709,13/11/2023,Tesouro Selic,01/03/2025,"3,34","0,00","46973,49",V,H
3702482,17/11/2023,Tesouro IPCA+,15/05/2029,"0,01","3095,07","30,95",C,H
40973345,21/11/2023,Tesouro Selic,01/03/2026,"1,78","0,00","25064,83",V,H
14747004,27/11/2023,Tesouro Selic,01/03/2029,"5,71","0,00","79927,55",C,H
2164445,29/11/2023,Tesouro IPCA+,15/05/2045,"1,00","1254,55","1254,55",C,H
6292088,28/11/2023,Tesouro Selic,01/03/2025,"0,04","0,00","565,09",V,H
10594660,29/11/2023,Tesouro Selic,01/03/2029,"0,42","0,00","5884,17",C,H
43164627,10/11/2023,Tesouro IPCA+,15/05/2035,"0,02","2216,96","44,33",C,H
2552969,09/11/2023,Tesouro Prefixado,01/01/2026,"0,50","805,02","402,51",C,H
26607836,03/11/2023,Tesouro IPCA+,15/05/2045,"0,16","1212,29","193,96",C,H
21308413,07/11/2023,Tesouro Prefixado com Juros Semestrais,01/01/2033,"0,14","956,83","133,95",C,H
5022914,23/11/2023,Tesouro Selic,01/03/2025,"0,09","0,00","1269,77",V,H
45440572,07/11/2023,Tesouro Selic,01/03/2026,"0,07","0,00","982,09",C,H
145836,06/11/2023,Tesouro Selic,01/03/2026,"0,35","0,00","4907,09",V,H
36285809,14/11/2023,Tesouro Selic,01/03/2029,"0,02","0,00","278,82",V,H
2517743,23/11/2023,Tesouro Prefixado,01/01/2029,"0,17","588,90","100,11",V,H
49416,08/11/2023,Tesouro Selic,01/03/2029,"0,02","0,00","278,50",C,H
303588,09/11/2023,Tesouro Prefixado,01/01/2026,"4,97","803,77","3994,73",C,S
2797993,29/11/2023,Tesouro Selic,01/03/2029,"1,14","0,00","15963,00",V,H
103092,13/11/2023,Tesouro IPCA+,15/05/2045,"2,66","1239,51","3297,09",C,H
4366656,09/11/2023,Tesouro Selic,01/03/2026,"0,01","0,00","140,41",C,H
2033935,13/11/2023,Tesouro IPCA+,15/05/2029,"0,70","3069,63","2148,74",C,H
4935660,27/11/2023,Tesouro Selic,01/03/2026,"0,12","0,00","1693,17",C,H
46466153,07/11/2023,Tesouro Prefixado,01/01/2029,"0,06","576,03","34,56",C,S
12789445,13/11/2023,Tesouro Selic,01/03/2029,"0,08","0,00","1115,40",C,H
830101,09/11/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2040,"234,00","4270,68","999339,12",V,H
47101013,28/11/2023,Tesouro Prefixado,01/01/2029,"0,06","591,79","35,50",C,H
39805782,09/11/2023,Tesouro Selic,01/03/2029,"0,21","0,00","2925,48",C,H
44754422,03/11/2023,Tesouro Selic,01/03/2029,"0,03","0,00","417,15",C,H
20982493,17/11/2023,Tesouro Selic,01/03/2029,"0,01","0,00","139,60",C,H
724764,06/11/2023,Tesouro Selic,01/03/2029,"1,00","0,00","13911,66",C,H
1890581,24/11/2023,Tesouro IPCA+ com Juros Semestrais,15/05/2055,"0,03","4304,45","129,13",C,H
21846662,22/11/2023,Tesouro Prefixado,01/01/2026,"0,12","812,10","97,45",C,H
1971556,14/11/2023,Tesouro Selic,01/03/2026,"0,07","0,00","984,14",C,H
33962678,08/11/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2032,"0,01","4259,96","42,59",V,H
3446108,22/11/2023,Tesouro Prefixado,01/01/2026,"0,09","812,26","73,10",C,H
1486980,16/11/2023,Tesouro IPCA+,15/05/2035,"1,41","2176,06","3068,24",V,H
28936251,17/11/2023,Tesouro IPCA+,15/05/2029,"0,01","3085,47","30,85",C,H
35405338,20/11/2023,Tesouro Selic,01/03/2029,"0,06","0,00","838,04",C,H
3231365,07/11/2023,Tesouro IPCA+,15/08/2026,"4,24","3532,16","14976,35",V,H
17291227,13/11/2023,Tesouro Selic,01/03/2026,"0,17","0,00","2389,06",C,H
34724010,24/11/2023,Tesouro Selic,01/03/2029,"0,05","0,00","699,59",C,H
432134,13/11/2023,Tesouro Selic,01/03/2026,"0,16","0,00","2247,93",V,H
501204,22/11/2023,Tesouro Selic,01/03/2029,"0,07","0,00","978,58",C,H
31647507,29/11/2023,Tesouro Selic,01/03/2029,"0,20","0,00","2801,99",C,H
2261370,21/11/2023,Tesouro Selic,01/03/2026,"0,57","0,00","8028,27",C,H
47347311,28/11/2023,Tesouro Selic,01/03/2026,"0,99","0,00","13975,02",C,H
38667462,10/11/2023,Tesouro Prefixado com Juros Semestrais,01/01/2033,"0,11","960,10","105,61",V,H
47792355,27/11/2023,Tesouro Selic,01/03/2026,"0,31","0,00","4373,01",V,H
7538582,24/11/2023,Tesouro Selic,01/03/2029,"0,01","0,00","139,91",C,H
479115,10/11/2023,Tesouro Prefixado com Juros Semestrais,01/01/2033,"10,00","965,70","9657,00",C,S
20025134,07/11/2023,Tesouro Selic,01/03/2026,"0,08","0,00","1122,39",C,H
46289143,30/11/2023,Tesouro Prefixado,01/01/2026,"0,04","817,57","32,70",C,H
42460,27/11/2023,Tesouro IPCA+,15/08/2024,"88,00","3977,09","349983,92",V,H
9532724,30/11/2023,Tesouro Selic,01/03/2029,"0,29","0,00","4062,59",V,H
45631642,30/11/2023,Tesouro Selic,01/03/2026,"0,01","0,00","141,28",C,H
33608585,01/11/2023,Tesouro Selic,01/03/2026,"0,08","0,00","1120,60",V,H
13994697,22/11/2023,Tesouro IPCA+,15/05/2035,"0,02","2226,96","44,53",C,H
48774706,30/11/2023,Tesouro Prefixado com Juros Semestrais,01/01/2033,"1,00","999,72","999,72",C,H
16662923,20/11/2023,Tesouro Selic,01/03/2026,"0,08","0,00","1126,00",V,H
3931200,09/11/2023,Tesouro Selic,01/03/2029,"0,02","0,00","278,61",C,H
6496750,27/11/2023,Tesouro IPCA+,15/05/2045,"0,08","1228,65","98,29",V,H
11401117,01/11/2023,NTN-B1,15/12/2054,"1,32","1273,81","1681,42",V,H
46443098,06/11/2023,Tesouro Prefixado,01/01/2026,"0,04","803,11","32,12",C,H
42659836,06/11/2023,Tesouro Prefixado,01/01/2029,"0,35","576,58","201,80",C,H
17508672,06/11/2023,Tesouro Selic,01/03/2026,"0,11","0,00","1542,61",C,H
832685,01/11/2023,Tesouro Selic,01/03/2029,"0,10","0,00","1389,10",V,H
567116,17/11/2023,Tesouro Prefixado,01/01/2029,"5,48","591,19","3239,72",C,H
19703308,17/11/2023,Tesouro IPCA+,15/05/2045,"23,74","1263,61","29998,10",C,H
30800506,16/11/2023,Tesouro Selic,01/03/2029,"0,46","0,00","6419,12",C,H
33845297,20/11/2023,Tesouro Selic,01/03/2029,"0,07","0,00","977,71",C,H
48392889,16/11/2023,Tesouro Prefixado com Juros Semestrais,01/01/2033,"0,30","970,52","291,15",C,H
41355880,06/11/2023,Tesouro Prefixado,01/01/2026,"0,04","803,26","32,13",C,H
20330177,21/11/2023,Tesouro Selic,01/03/2029,"0,01","0,00","139,73",C,H
4524795,23/11/2023,Tesouro Selic,01/03/2026,"0,71","0,00","10006,66",V,H
3045816,07/11/2023,NTN-B1,15/12/2045,"0,22","1362,18","299,67",C,H
14407282,28/11/2023,Tesouro Selic,01/03/2027,"0,27","0,00","3798,60",V,H
7609637,10/11/2023,Tesouro Selic,01/03/2026,"0,01","0,00","140,47",C,H
4891907,23/11/2023,Tesouro Prefixado,01/01/2025,"4,92","894,81","4402,46",V,H
6605996,07/11/2023,Tesouro Selic,01/03/2029,"0,01","0,00","139,18",C,H
13694329,21/11/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2040,"0,01","4373,10","43,73",C,H
13897328,16/11/2023,Tesouro Selic,01/03/2029,"0,36","0,00","5021,02",V,H
48506880,20/11/2023,Tesouro Selic,01/03/2029,"0,04","0,00","558,69",C,H
2043192,20/11/2023,Tesouro Selic,01/03/2029,"0,11","0,00","1536,41",C,H
41904225,06/11/2023,Tesouro Prefixado,01/01/2029,"0,19","573,93","109,04",V,S
9936837,17/11/2023,Tesouro Selic,01/09/2024,"2,55","0,00","35913,86",V,H
43811354,01/11/2023,Tesouro Selic,01/03/2026,"0,01","0,00","140,07",V,H
27919602,28/11/2023,Tesouro Prefixado com Juros Semestrais,01/01/2033,"0,10","981,55","98,15",C,H
8783908,21/11/2023,Tesouro Prefixado com Juros Semestrais,01/01/2033,"0,91","982,63","894,19",C,H
14760192,24/11/2023,Tesouro Selic,01/03/2029,"0,14","0,00","1957,83",V,H
31224543,13/11/2023,Tesouro Selic,01/03/2029,"0,01","0,00","139,42",C,H
25595194,17/11/2023,Tesouro Selic,01/03/2029,"0,03","0,00","418,60",V,H
47146292,10/11/2023,Tesouro Selic,01/03/2026,"0,20","0,00","2809,50",C,H
16745387,29/11/2023,Tesouro IPCA+,15/05/2035,"136,13","2195,02","298808,07",V,H
78110,09/11/2023,Tesouro Selic,01/03/2029,"1,60","0,00","22289,37",C,H
2873113,14/11/2023,NTN-B1,15/12/2069,"0,30","549,87","164,96",C,H
5811751,28/11/2023,Tesouro Prefixado,01/01/2026,"0,07","814,77","57,03",C,S
3046030,20/11/2023,Tesouro Selic,01/03/2029,"0,11","0,00","1536,41",C,H
805428,07/11/2023,Tesouro Selic,01/03/2026,"27,53","0,00","386245,34",C,H
712133,30/11/2023,NTN-B1,15/12/2030,"0,01","3278,38","32,78",C,H
8608892,13/11/2023,Tesouro Selic,01/03/2027,"1,17","0,00","16388,08",V,H
43757601,13/11/2023,Tesouro IPCA+,15/05/2035,"0,29","2212,59","641,65",C,H
12439390,28/11/2023,Tesouro IPCA+,15/05/2035,"0,23","2225,37","511,83",C,H
421004,14/11/2023,Tesouro Selic,01/03/2029,"0,36","0,00","5021,47",C,H
45947375,23/11/2023,Tesouro Selic,01/03/2026,"0,01","0,00","140,97",C,H
11768201,28/11/2023,Tesouro Prefixado,01/01/2029,"0,06","594,78","35,68",C,H
28041384,22/11/2023,Tesouro Prefixado,01/01/2026,"2,45","812,10","1989,64",C,H
8193364,22/11/2023,Tesouro Prefixado,01/01/2029,"0,53","590,82","313,13",C,H
48666666,28/11/2023,Tesouro Prefixado,01/01/2026,"0,04","816,01","32,64",C,H
6471372,10/11/2023,Tesouro Selic,01/03/2026,"0,14","0,00","1966,11",V,H
158665,24/11/2023,Tesouro Prefixado,01/01/2026,"4,30","813,67","3498,78",C,H
5909599,27/11/2023,Tesouro IPCA+,15/05/2029,"0,01","3110,06","31,10",C,H
2259,01/11/2023,Tesouro Selic,01/03/2029,"0,18","0,00","2501,70",C,S
25116174,30/11/2023,Tesouro IPCA+,15/05/2045,"0,55","1267,77","697,27",C,H
9328990,29/11/2023,Tesouro Selic,01/03/2026,"3,67","0,00","51817,06",V,H
1744,01/11/2023,Tesouro Selic,01/03/2026,"0,03","0,00","420,22",V,H
5595647,03/11/2023,Tesouro Prefixado,01/01/2026,"3,00","796,07","2388,21",C,H
13652039,03/11/2023,Tesouro Selic,01/03/2026,"0,01","0,00","140,17",C,H
4506088,22/11/2023,Tesouro Selic,01/03/2026,"1,34","0,00","18882,02",C,H
10578365,13/11/2023,Tesouro Selic,01/09/2024,"0,01","0,00","140,64",V,H
25667272,08/11/2023,Tesouro Selic,01/03/2025,"0,03","0,00","421,34",V,H
28136574,14/11/2023,Tesouro IPCA+,15/05/2035,"7,26","2203,67","15998,64",C,H
32427350,03/11/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2032,"0,02","4257,99","85,15",C,H
5583622,09/11/2023,Tesouro IPCA+,15/05/2035,"0,10","2209,08","220,90",C,H
36387533,10/11/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2032,"0,01","4284,81","42,84",V,H
29076823,16/11/2023,Tesouro Selic,01/03/2026,"0,01","0,00","140,64",C,H
4712971,17/11/2023,Tesouro Selic,01/03/2026,"0,35","0,00","4924,95",C,H
26440150,24/11/2023,Tesouro Selic,01/03/2026,"0,07","0,00","987,00",V,H
35227287,30/11/2023,Tesouro Selic,01/03/2026,"0,54","0,00","7629,53",C,H
2195633,13/11/2023,Tesouro Selic,01/03/2026,"0,12","0,00","1686,40",C,H
43681830,21/11/2023,Tesouro Selic,01/03/2029,"1,39","0,00","19423,30",C,H
260203,13/11/2023,NTN-B1,15/12/2030,"1,70","3209,49","5456,13",V,H
33802355,03/11/2023,NTN-B1,15/12/2054,"0,08","1297,62","103,80",C,S
1067159,13/11/2023,NTN-B1,15/12/2054,"4,00","1328,79","5315,16",C,S
14512035,09/11/2023,Tesouro IPCA+,15/08/2026,"0,02","3538,11","70,76",V,H
38053742,10/11/2023,Tesouro Selic,01/03/2026,"0,01","0,00","140,44",V,H
983995,17/11/2023,Tesouro IPCA+,15/05/2029,"1,00","3095,07","3095,07",C,H
25297128,16/11/2023,Tesouro Selic,01/03/2026,"0,04","0,00","562,59",C,H
3254370,08/11/2023,Tesouro Selic,01/03/2027,"0,02","0,00","279,75",V,H
9926223,17/11/2023,Tesouro Selic,01/03/2029,"0,18","0,00","2512,96",C,H
13292257,10/11/2023,NTN-B1,15/12/2054,"0,37","1330,94","492,44",C,H
39279690,28/11/2023,Tesouro Selic,01/03/2025,"0,04","0,00","565,09",V,H
45004645,14/11/2023,Tesouro Selic,01/03/2026,"0,02","0,00","281,10",V,H
2347591,16/11/2023,Tesouro Selic,01/03/2026,"0,28","0,00","3937,28",V,H
22353395,23/11/2023,NTN-B1,15/12/2069,"1,00","563,67","563,67",C,H
910959,30/11/2023,Tesouro IPCA+,15/05/2045,"0,63","1237,38","779,54",V,H
48427915,28/11/2023,Tesouro Selic,01/03/2029,"0,01","0,00","140,03",C,H
3839351,28/11/2023,Tesouro Prefixado,01/01/2026,"0,05","816,01","40,80",C,H
46518392,07/11/2023,Tesouro Selic,01/03/2029,"0,03","0,00","417,56",C,H
4384269,30/11/2023,Tesouro Prefixado,01/07/2024,"0,03","941,91","28,25",V,H
1834255,06/11/2023,Tesouro IPCA+,15/05/2045,"0,21","1220,28","256,25",C,H
22451016,23/11/2023,Tesouro Selic,01/03/2026,"0,01","0,00","140,93",V,H
8726673,30/11/2023,Tesouro Selic,01/03/2026,"0,17","0,00","2401,35",V,H
9863907,21/11/2023,Tesouro Selic,01/03/2026,"0,01","0,00","140,81",V,H
3368424,03/11/2023,Tesouro IPCA+,15/05/2045,"0,15","1212,29","181,84",C,H
334499,07/11/2023,Tesouro IPCA+,15/05/2035,"0,02","2193,39","43,86",C,H
17784823,17/11/2023,Tesouro Prefixado,01/01/2029,"0,12","591,19","70,94",C,H
52750,30/11/2023,Tesouro IPCA+,15/05/2035,"1,78","2243,79","3993,94",C,H
548642,03/11/2023,Tesouro Selic,01/03/2026,"0,72","0,00","10090,12",V,S
22474534,06/11/2023,Tesouro Selic,01/03/2029,"0,03","0,00","417,34",C,H
437315,01/11/2023,Tesouro IPCA+,15/05/2029,"0,16","3041,90","486,70",C,H
904110,13/11/2023,Tesouro IPCA+,15/08/2024,"1,50","3955,51","5933,26",V,H
10740566,24/11/2023,Tesouro Selic,01/03/2025,"0,07","0,00","988,03",V,H
20647816,14/11/2023,Tesouro Prefixado,01/01/2026,"0,37","806,76","298,50",C,H
1916193,20/11/2023,Tesouro Selic,01/03/2026,"0,27","0,00","3801,05",C,H
696921,21/11/2023,NTN-B1,15/12/2069,"1,13","574,32","648,98",C,H
2592834,16/11/2023,Tesouro Selic,01/03/2026,"0,01","0,00","140,64",C,H
4985590,29/11/2023,Tesouro Selic,01/03/2026,"0,02","0,00","282,38",V,H
47487041,06/11/2023,Tesouro Selic,01/03/2029,"0,01","0,00","139,11",C,H
46641129,14/11/2023,Tesouro Selic,01/03/2029,"0,07","0,00","976,39",C,H
13521165,08/11/2023,Tesouro Selic,01/03/2029,"0,01","0,00","139,25",C,H
5114221,09/11/2023,Tesouro Selic,01/03/2027,"0,12","0,00","1679,33",V,H
15920376,08/11/2023,Tesouro Selic,01/03/2026,"0,04","0,00","561,44",C,H
1931441,08/11/2023,Tesouro Selic,01/09/2024,"0,28","0,00","3932,78",V,H
339570,17/11/2023,Tesouro Prefixado,01/01/2029,"2,68","592,00","1586,56",C,H
934699,28/11/2023,Tesouro Selic,01/03/2029,"2,45","0,00","34290,46",V,H
16807206,14/11/2023,Tesouro Selic,01/03/2026,"0,17","0,00","2390,07",C,H
5796671,08/11/2023,Tesouro IPCA+,15/05/2045,"0,18","1218,58","219,34",C,H
29487525,14/11/2023,Tesouro Selic,01/03/2029,"0,09","0,00","1255,36",C,H
44790498,16/11/2023,Tesouro Selic,01/03/2026,"0,35","0,00","4921,56",V,H
35724256,21/11/2023,Tesouro Prefixado,01/01/2026,"0,07","813,82","56,96",C,H
6419100,08/11/2023,Tesouro Selic,01/03/2026,"0,04","0,00","561,44",C,H
8730495,16/11/2023,Tesouro Selic,01/03/2026,"0,04","0,00","562,59",C,H
9725981,28/11/2023,Tesouro Selic,01/03/2029,"0,10","0,00","1400,37",C,H
44982352,03/11/2023,Tesouro Selic,01/03/2026,"0,05","0,00","700,70",V,H
8762230,08/11/2023,Tesouro Selic,01/03/2026,"0,02","0,00","280,72",C,H
26533118,09/11/2023,Tesouro Prefixado,01/01/2026,"0,05","803,77","40,18",C,H
675202,09/11/2023,Tesouro Selic,01/03/2025,"0,34","0,00","4777,38",V,H
42156913,01/11/2023,Tesouro Prefixado,01/01/2026,"19,30","793,87","15321,69",V,S
11499171,07/11/2023,Tesouro Selic,01/03/2027,"0,15","0,00","2097,33",V,H
31547,16/11/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2032,"0,19","4322,21","821,21",C,H
43708532,14/11/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2032,"0,02","4306,49","86,12",C,H
38608523,14/11/2023,Tesouro Selic,01/03/2026,"0,06","0,00","843,36",V,H
48090771,21/11/2023,Tesouro IPCA+,15/05/2035,"4,48","2233,51","10006,12",C,H
2392574,03/11/2023,Tesouro Selic,01/03/2029,"0,32","0,00","4449,62",C,H
19313667,23/11/2023,Tesouro IPCA+,15/05/2029,"0,01","3085,15","30,85",V,H
41288636,06/11/2023,Tesouro IPCA+,15/05/2035,"0,13","2185,58","284,12",C,S
43140728,28/11/2023,Tesouro Selic,01/03/2026,"0,26","0,00","3670,20",C,H
1247285,20/11/2023,Tesouro Selic,01/03/2029,"0,08","0,00","1116,78",V,H
40169551,14/11/2023,Tesouro Selic,01/03/2026,"0,08","0,00","1124,74",C,H
44675461,22/11/2023,Tesouro IPCA+,15/05/2029,"0,16","3096,96","495,51",C,H
1291327,17/11/2023,Tesouro IPCA+,15/08/2026,"0,01","3576,01","35,76",V,H
1617717,14/11/2023,Tesouro Selic,01/03/2026,"0,42","0,00","5903,54",V,H
8317637,13/11/2023,Tesouro Selic,01/03/2025,"0,63","0,00","8860,26",V,H
5698395,20/11/2023,Tesouro IPCA+ com Juros Semestrais,15/05/2055,"0,01","4347,57","43,47",C,H
5292709,13/11/2023,Tesouro IPCA+,15/05/2045,"0,68","1239,51","842,86",C,H
1029291,13/11/2023,Tesouro IPCA+,15/05/2045,"0,81","1239,51","1004,00",C,H
16807565,03/11/2023,Tesouro IPCA+ com Juros Semestrais,15/08/2032,"0,02","4280,23","85,60",C,H
7863020,01/11/2023,Tesouro Selic,01/03/2029,"0,06","0,00","833,90",C,H
48146732,07/11/2023,Tesouro Prefixado,01/01/2026,"1,00","803,59","803,59",C,H
2624798,27/11/2023,Tesouro Selic,01/03/2026,"0,02","0,00","282,13",V,H
625842,09/11/2023,Tesouro Selic,01/03/2029,"0,01","0,00","139,22",V,H
1735694,28/11/2023,Tesouro Selic,01/03/2029,"1,00","0,00","14003,77",C,H
838668,27/11/2023,Tesouro Prefixado,01/01/2026,"6,14","813,83","4996,91",C,H
244178,20/11/2023,Tesouro Selic,01/03/2029,"0,14","0,00","1954,36",V,H
40117961,30/11/2023,Tesouro Selic,01/03/2026,"0,08","0,00","1130,30",C,H
14261583,13/11/2023,Tesouro IPCA+,15/05/2035,"0,11","2210,19","243,12",C,H
1162869,27/11/2023,Tesouro Selic,01/03/2026,"0,01","0,00","141,06",V,H
1720404,07/11/2023,Tesouro Prefixado,01/01/2029,"2,60","576,03","1497,67",C,H
6060997,17/11/2023,Tesouro Prefixado,01/01/2026,"0,07","812,41","56,86",C,H
15186806,20/11/2023,Tesouro Prefixado,01/01/2026,"3,45","813,51","2806,60",C,H
19304663,16/11/2023,Tesouro Selic,01/03/2025,"0,60","0,00","8446,07",V,H
46752662,08/11/2023,Tesouro Selic,01/03/2029,"0,01","0,00","139,25",C,H
